인허가번호,업소명,업종,업소주소,인허가관할기관
20170440069,진마트,기타식품판매업,충청북도 옥천군 옥천읍 가화4길 66,충청북도 옥천군
20180447009,(주)향수식자재마트,기타식품판매업,충청북도 옥천군 옥천읍 문장로 76,충청북도 옥천군
20190447108,옥천로컬푸드직매장,기타식품판매업,"충청북도 옥천군 옥천읍 가화길 88, 옥천푸드 직매장",충청북도 옥천군
20080441053,럭키식품,집단급식소식품판매업,충청북도 영동군 영동읍 제2교로 26,충청북도 영동군
20140441063,정식품,집단급식소식품판매업,충청북도 영동군 영동읍 계산로 117,충청북도 영동군
20150441030,신선푸드,집단급식소식품판매업,"충청북도 영동군 영동읍 계산로 40, (홍우상가 3층 302호)",충청북도 영동군
20150441032,(주)목원,집단급식소식품판매업,"충청북도 영동군 영동읍 계산로 40, (홍우상가 3층 301호)",충청북도 영동군
20160441048,동원유통,집단급식소식품판매업,충청북도 영동군 영동읍 제2교로 26,충청북도 영동군
20160441049,큰나무유통,집단급식소식품판매업,충청북도 영동군 영동읍 제2교로 26,충청북도 영동군
20160496022,선미농산(주),집단급식소식품판매업,충청북도 영동군 용산면 영동산단로 38,충청북도 영동군
20000441072,매일유업(주)영동공장,유통전문판매업,충청북도 영동군 매곡면 괘방령로 730-20,충청북도 영동군
20000441076,한일종합식품(주),유통전문판매업,충청북도 영동군 황간면 영동황간로 1515-30,충청북도 영동군
20000441124,영동특산영농조합법인,유통전문판매업,충청북도 영동군 심천면 난계로 490,충청북도 영동군
20070441049,(주)하눌,유통전문판매업,"충청북도 영동군 영동읍 기골로 199, (조인힐연립주택)",충청북도 영동군
20090441026,(주)삼이원식품,유통전문판매업,충청북도 영동군 학산면 용화양강로 1480,충청북도 영동군
20110441058,장가네사과나무집,유통전문판매업,충청북도 영동군 영동읍 영동시장3길 15,충청북도 영동군
20110441089,(주)산다라바이오,유통전문판매업,충청북도 영동군 황간면 황간로 32,충청북도 영동군
20120441009,학산일라이트상사사,유통전문판매업,충청북도 영동군 학산면 용화양강로 1480,충청북도 영동군
20120441020,숙인농장,유통전문판매업,충청북도 영동군 학산면 서산로 64,충청북도 영동군
20140441002,(주)제월당,유통전문판매업,충청북도 영동군 양산면 가곡2길 34,충청북도 영동군
20140441080,영동군곶감생산자협회영농조합법인,유통전문판매업,충청북도 영동군 영동읍 새동네길 38,충청북도 영동군
20150441009,도덕마을,유통전문판매업,충청북도 영동군 학산면 용화양강로 1328,충청북도 영동군
20150441057,웰힐링협동조합,유통전문판매업,충청북도 영동군 상촌면 물한계곡로 1298-84,충청북도 영동군
20150441076,영동아로니아협동조합,유통전문판매업,충청북도 영동군 영동읍 영동시장4길 37-14,충청북도 영동군
20150441091,김가네 아로니아,유통전문판매업,충청북도 영동군 영동읍 중앙로 15,충청북도 영동군
20160441001,위즈빌베리팜,유통전문판매업,충청북도 영동군 영동읍 영산로 21,충청북도 영동군
20160441060,배가네,유통전문판매업,충청북도 영동군 황간면 남성리 569번지 5호,충청북도 영동군
20160441061,소담농장,유통전문판매업,충청북도 영동군 영동읍 학산영동로 1237,충청북도 영동군
20160441066,영동아로니아와인,유통전문판매업,"충청북도 영동군 영동읍 동정로 39-22, 2층",충청북도 영동군
20160441077,봉구네농장,유통전문판매업,"충청북도 영동군 영동읍 영산로 48, 1층",충청북도 영동군
20160441083,삼도봉농장,유통전문판매업,충청북도 영동군 매곡면 민주지산로 3591-1,충청북도 영동군
20160441093,해피팜 영농조합,유통전문판매업,충청북도 영동군 황간면 남성1길 1,충청북도 영동군
20160441103,숲밑에농원,유통전문판매업,충청북도 영동군 학산면 서산로 45,충청북도 영동군
20160441105,물방아골농원,유통전문판매업,충청북도 영동군 영동읍 중앙로6길 22-2,충청북도 영동군
20170441065,농촌살림협동조합,유통전문판매업,"충청북도 영동군 양강면 신기1길 15, 2층",충청북도 영동군
20170441097,농업회사법인거담주식회사,유통전문판매업,"충청북도 영동군 영동읍 동정로 30, 501호 (골든렉시움 오피스텔)",충청북도 영동군
20170441098,농업회사법인(주)강이락,유통전문판매업,충청북도 영동군 영동읍 금동로 190,충청북도 영동군
20170441108,대보무역,유통전문판매업,충청북도 영동군 영동읍 부용7안길 24,충청북도 영동군
20180448024,한누리영농조합법인,유통전문판매업,"충청북도 영동군 영동읍 구수로 79, 농원",충청북도 영동군
20180448030,주) 다온찬,유통전문판매업,충청북도 영동군 용산면 용심로 1284,충청북도 영동군
20180448057,농업회사법인 (주)미다운,유통전문판매업,충청북도 영동군 영동읍 금동로 106,충청북도 영동군
20180448086,농업회사법인 알음알이 주식회사,유통전문판매업,"충청북도 영동군 영동읍 영산로 48, 1층 A호 (영산타워맨션)",충청북도 영동군
20180448099,영동 명품관,유통전문판매업,"충청북도 영동군 영동읍 계산로1길 13, 태일상가",충청북도 영동군
20180448112,그린상사,유통전문판매업,충청북도 영동군 영동읍 계산로 119-1,충청북도 영동군
20190448019,민제네,유통전문판매업,충청북도 영동군 상촌면 민주지산로 2995,충청북도 영동군
20190448051,수연농원,유통전문판매업,충청북도 영동군 영동읍 영동시장4길 37-14,충청북도 영동군
20190448077,도마령영농조합법인,유통전문판매업,충청북도 영동군 상촌면 민주지산로 1490,충청북도 영동군
20200448030,주식회사 비건쿡,유통전문판매업,충청북도 영동군 영동읍 난계로 1178,충청북도 영동군
20200448035,주식회사 라누베,유통전문판매업,"충청북도 영동군 영동읍 산막골길 112, 사무소 2층",충청북도 영동군
19960441031,(유)영동공판장,기타식품판매업,충청북도 영동군 영동읍 영동시장3길 19,충청북도 영동군
19960441029,(주)현대쇼핑,기타식품판매업,충청북도 영동군 영동읍 계산로 40,충청북도 영동군
19970441013,영동유마트,기타식품판매업,충청북도 영동군 영동읍 중앙로 21,충청북도 영동군
20020441045,(주)영동할인마트,기타식품판매업,충청북도 영동군 영동읍 계산로 66,충청북도 영동군
20030441052,황간농협하나로마트,기타식품판매업,충청북도 영동군 황간면 황간로 41,충청북도 영동군
20080441023,영동농협하나로마트,기타식품판매업,충청북도 영동군 영동읍 난계로 1194,충청북도 영동군
20170441048,이츠마트,기타식품판매업,충청북도 영동군 영동읍 구교로 27,충청북도 영동군
20180448106,황간식자재마트,기타식품판매업,충청북도 영동군 황간면 영동황간로 1720,충청북도 영동군
20080439013,경원상회,집단급식소식품판매업,충청북도 보은군 보은읍 삼산로 17-24,충청북도 보은군
20080439045,대동상회,집단급식소식품판매업,충청북도 보은군 보은읍 삼산로 17-4,충청북도 보은군
20080439047,칠성식품,집단급식소식품판매업,"충청북도 보은군 보은읍 삼산로 17-28, 통일시장",충청북도 보은군
20080439053,"동해수산, 식품",집단급식소식품판매업,충청북도 보은군 보은읍 삼산로 17-8,충청북도 보은군
20090439018,선곡식품,집단급식소식품판매업,"충청북도 보은군 보은읍 삼산로 17-30, 통일시장",충청북도 보은군
20100439044,주영식품,집단급식소식품판매업,충청북도 보은군 보은읍 작은장신길 7-4,충청북도 보은군
20110439039,동양상회,집단급식소식품판매업,충청북도 보은군 보은읍 삼산로 17-1,충청북도 보은군
20120439010,보은농협하나로마트,집단급식소식품판매업,충청북도 보은군 보은읍 보은로 143,충청북도 보은군
20140439004,나눔생활협동조합,집단급식소식품판매업,충청북도 보은군 보은읍 보은로 40-1,충청북도 보은군
20140439034,중부축산물도매센터,집단급식소식품판매업,충청북도 보은군 보은읍 삼산로 21-3,충청북도 보은군
20150439003,고래수산,집단급식소식품판매업,충청북도 보은군 보은읍 삼산로 17-17,충청북도 보은군
20150439027,(주)이킴,집단급식소식품판매업,충청북도 보은군 보은읍 금굴4길 35-0,충청북도 보은군
20180446024,이킴삼승공장,집단급식소식품판매업,"충청북도 보은군 삼승면 농공단지길 23, (주)진미",충청북도 보은군
19970439075,(주)풀그린,유통전문판매업,충청북도 보은군 장안면 매화구인로 346,충청북도 보은군
20010439086,대영식품(주),유통전문판매업,충청북도 보은군 보은읍 금굴4길 32,충청북도 보은군
20050439028,보나팜영농조합,유통전문판매업,충청북도 보은군 산외면 대원길 54,충청북도 보은군
20080439004,보은대추한과,유통전문판매업,충청북도 보은군 수한면 보청대로 2075-15,충청북도 보은군
20100439059,(주)보은물산,유통전문판매업,"충청북도 보은군 삼승면 남부로 3702, ((104호, 211호))",충청북도 보은군
20110439027,자연본가,유통전문판매업,충청북도 보은군 마로면 관기3길 8-17,충청북도 보은군
20120439036,속리산농원,유통전문판매업,충청북도 보은군 장안면 구인2길 8,충청북도 보은군
20130439019,보은농업협동조합,유통전문판매업,충청북도 보은군 보은읍 보청대로 1742,충청북도 보은군
20140439007,회인골하수오약초영농조합,유통전문판매업,충청북도 보은군 회인면 새터고개길 95,충청북도 보은군
20140439019,농업회사법인(유)선애마을보은,유통전문판매업,충청북도 보은군 마로면 세중기대로 261-129,충청북도 보은군
20150439029,합자회사 홍진 농업회사법인,유통전문판매업,충청북도 보은군 내북면 남부로 5797,충청북도 보은군
20150439045,민주농원,유통전문판매업,충청북도 보은군 마로면 관기송현로 90,충청북도 보은군
20150439057,하얀민들레생태마을,유통전문판매업,충청북도 보은군 회인면 부수길 111-10,충청북도 보은군
20150439085,에스-프로 미네랄,유통전문판매업,충청북도 보은군 보은읍 장신로 5-3,충청북도 보은군
20150439086,(주)다올푸드,유통전문판매업,"충청북도 보은군 내북면 남부로 6379, 공장",충청북도 보은군
20160439020,우아한영농조합법인,유통전문판매업,충청북도 보은군 보은읍 용암1길 73-10,충청북도 보은군
20160439024,농업법인(주)디에이치씨,유통전문판매업,충청북도 보은군 장안면 장재로 22,충청북도 보은군
20160439052,금적산아로니아,유통전문판매업,충청북도 보은군 삼승면 원남로 29,충청북도 보은군
20170439009,농업회사법인보은햇살푸드(주),유통전문판매업,충청북도 보은군 산외면 탕골2길 8,충청북도 보은군
20170439043,공식품영농조합법인,유통전문판매업,충청북도 보은군 마로면 사여길 82-6,충청북도 보은군
20170439060,결초보은대추영농조합법인(대추연합회),유통전문판매업,충청북도 보은군 보은읍 삼산로 17-13,충청북도 보은군
20170439066,씨케이주식회사,유통전문판매업,충청북도 보은군 보은읍 매화구인로 331-10,충청북도 보은군
20170439068,농업회사법인 (주)우성,유통전문판매업,충청북도 보은군 속리산면 하판2길 8-10,충청북도 보은군
20180446007,보은유기농대추영농조합법인,유통전문판매업,충청북도 보은군 내북면 도원리 197번지 5호,충청북도 보은군
20180446027,농업법인 속리산명가(주),유통전문판매업,"충청북도 보은군 삼승면 천남송죽로 383, 사과꽃향기센터",충청북도 보은군
20180446037,모모씨네,유통전문판매업,충청북도 보은군 산외면 백석리 8번지 29호,충청북도 보은군
20180446046,보은삼가대추농원,유통전문판매업,충청북도 보은군 수한면 보청대로 2010,충청북도 보은군
20180446074,보은대추나라,유통전문판매업,"충청북도 보은군 삼승면 남부로 3702, 보은 R&D센터",충청북도 보은군
20180446123,(주)청솔에프앤비,유통전문판매업,"충청북도 보은군 장안면 매화구인로 342, 사무소",충청북도 보은군
20190446017,농업회사법인 엠에스바이오주식회사,유통전문판매업,"충청북도 보은군 탄부면 덕동매화길 139, 버섯재배사",충청북도 보은군
20190446043,농업회사법인(주)농부의 꾸러미,유통전문판매업,충청북도 보은군 보은읍 용암1길 77,충청북도 보은군
20190446070,숙이네농원,유통전문판매업,충청북도 보은군 회인면 고석1길 12,충청북도 보은군
20190446073,쑥티유통,유통전문판매업,충청북도 보은군 회인면 애곡로1길 71,충청북도 보은군
20190446077,주식회사 조은,유통전문판매업,"충청북도 보은군 삼승면 남부로 3702, 211호",충청북도 보은군
20190446134,(주)코포보,유통전문판매업,"충청북도 보은군 삼승면 남부로 3702, 2층 202호",충청북도 보은군
20200446001,주식회사 지웰바이오,유통전문판매업,"충청북도 보은군 삼승면 남부로 3750-331, 공장 3동 2층",충청북도 보은군
20010439105,(주)보은마트,기타식품판매업,충청북도 보은군 보은읍 보청대로 1892,충청북도 보은군
20010439063,(주)보은D-마트,기타식품판매업,충청북도 보은군 보은읍 남부로 4505,충청북도 보은군
20020439056,보은농협하나로마트,기타식품판매업,충청북도 보은군 보은읍 보은로 143,충청북도 보은군
20060439027,대구할인마트,기타식품판매업,충청북도 보은군 보은읍 보은로 82,충청북도 보은군
20070439007,주식회사 보은우리마트,기타식품판매업,충청북도 보은군 보은읍 삼산로 18,충청북도 보은군
20130439032,365할인,기타식품판매업,충청북도 보은군 보은읍 삼산로1길 3-12,충청북도 보은군
20160439063,영마트,기타식품판매업,충청북도 보은군 보은읍 교사삼산길 11,충청북도 보은군
20190446140,보은마트,기타식품판매업,"충청북도 보은군 보은읍 뱃들로 43, 상가",충청북도 보은군
20080447033,도담식품슈퍼,집단급식소식품판매업,충청북도 단양군 매포읍 평동3로 5,충청북도 단양군
20080447044,충북상회,집단급식소식품판매업,"충청북도 단양군 단양읍 도전4길 36, 단양시장 120호",충청북도 단양군
20080447047,북단양농협하나로마트,집단급식소식품판매업,충청북도 단양군 매포읍 평동로 143,충청북도 단양군
20080447051,용문수퍼,집단급식소식품판매업,충청북도 단양군 단양읍 상진6길 8,충청북도 단양군
20090447067,하나로쇼핑타운,집단급식소식품판매업,충청북도 단양군 단양읍 삼봉로 297,충청북도 단양군
20110447074,풍년상회,집단급식소식품판매업,충청북도 단양군 매포읍 평동25길 14,충청북도 단양군
19970447135,단양소백농업협동조합,유통전문판매업,충청북도 단양군 영춘면 온달평강로 48,충청북도 단양군
20060447005,(주)참좋은생명의집,유통전문판매업,충청북도 단양군 대강면 대강농공길 23,충청북도 단양군
20070447035,주)피러스,유통전문판매업,충청북도 단양군 매포읍 평동리 272-31번지,충청북도 단양군
20120447060,농업회사법인 마나피아(주),유통전문판매업,충청북도 단양군 단양읍 수촌1길 23,충청북도 단양군
20130447002,이산아리,유통전문판매업,충청북도 단양군 단양읍 다리안로 266,충청북도 단양군
20130447022,소백농산,유통전문판매업,충청북도 단양군 매포읍 단양로 1783,충청북도 단양군
20140447036,농업회사법인(주)단양농특산,유통전문판매업,충청북도 단양군 가곡면 사평3길 20,충청북도 단양군
20150447001,농업회사법인단양참살이(주),유통전문판매업,충청북도 단양군 단양읍 삼봉로 328,충청북도 단양군
20150447008,장익는마을영농조합법인,유통전문판매업,충청북도 단양군 대강면 도예로 427-22,충청북도 단양군
20150447021,단양아로니아영농조합법인 대명지점,유통전문판매업,충청북도 단양군 단양읍 삼봉로 187-18,충청북도 단양군
20150447050,소백산영농조합법인,유통전문판매업,충청북도 단양군 매포읍 응실2길 41,충청북도 단양군
20150447091,성진,유통전문판매업,충청북도 단양군 어상천면 중거리대전로 108-29,충청북도 단양군
20170447012,보우농,유통전문판매업,충청북도 단양군 가곡면 구인사로 491-7,충청북도 단양군
20170447023,다믄촌,유통전문판매업,충청북도 단양군 어상천면 매포어상천로 977,충청북도 단양군
20170447034,혜림이네농장,유통전문판매업,충청북도 단양군 단성면 충혼로 39,충청북도 단양군
20170447075,고운골 농장,유통전문판매업,"충청북도 단양군 대강면 단양로 130, 1호",충청북도 단양군
20170447076,로이스팜 영농조합법인,유통전문판매업,충청북도 단양군 매포읍 영천길 51-6,충청북도 단양군
20170447081,민향농원,유통전문판매업,충청북도 단양군 단양읍 도전4길 14,충청북도 단양군
20180454026,CS유통,유통전문판매업,충청북도 단양군 가곡면 대대5길 46,충청북도 단양군
20180454029,단양사과협동조합,유통전문판매업,"충청북도 단양군 매포읍 평동23길 15-1, 평동세차장",충청북도 단양군
20180454052,단양선돌아로니아영농조합,유통전문판매업,"충청북도 단양군 매포읍 단양로 2128, 금수산휴게소",충청북도 단양군
20180454068,더삶,유통전문판매업,충청북도 단양군 매포읍 평동4로 123,충청북도 단양군
20180454082,관주식품,유통전문판매업,충청북도 단양군 적성면 각기1길 18,충청북도 단양군
20180454086,한드미 유통전문판매장,유통전문판매업,충청북도 단양군 가곡면 한드미길 30-12,충청북도 단양군
20180454103,가산농원,유통전문판매업,충청북도 단양군 단성면 선암계곡로 1080-17,충청북도 단양군
20190454017,소백산오토캠핑장,유통전문판매업,충청북도 단양군 가곡면 새밭로 380,충청북도 단양군
20190454044,소백산 내츄럴,유통전문판매업,충청북도 단양군 적성면 옷바위길 60-40,충청북도 단양군
20190454058,단양팔경영농조합법인,유통전문판매업,충청북도 단양군 가곡면 새밭로 380,충청북도 단양군
20200454003,단양로컬푸드협동조합,유통전문판매업,"충청북도 단양군 단양읍 도전4길 30, 단양시장",충청북도 단양군
20200454016,단양강소농영농조합,유통전문판매업,"충청북도 단양군 매포읍 평동24길 3-3, 8동 5호",충청북도 단양군
20130447050,단양농협 상진 하나로마트,기타식품판매업,충청북도 단양군 단양읍 상진2길 49-4,충청북도 단양군
20150447039,홈마트 매포점,기타식품판매업,충청북도 단양군 매포읍 평동로 98,충청북도 단양군
20080444027,늘푸른식품,집단급식소식품판매업,충청북도 괴산군 괴산읍 괴강로동부1길 12,충청북도 괴산군
20090444054,창건유통,집단급식소식품판매업,충청북도 괴산군 괴산읍 괴강로 59,충청북도 괴산군
20130444095,은지유통,집단급식소식품판매업,충청북도 괴산군 괴산읍 읍내로16길 6,충청북도 괴산군
20160444039,현대푸드밀,집단급식소식품판매업,충청북도 괴산군 청천면 도원통미길 12-11,충청북도 괴산군
20200451021,괴산먹거리연대사회적협동조합,집단급식소식품판매업,"충청북도 괴산군 감물면 맹이재로 611-7, 주2,주4,주5동",충청북도 괴산군
20100444062,군자농업협동조합,유통전문판매업,충청북도 괴산군 장연면 미선로 775,충청북도 괴산군
20110444080,괴산군조합공동사업법인,유통전문판매업,충청북도 괴산군 문광면 괴산로 3204,충청북도 괴산군
20110417476,박향희웰빙세상,유통전문판매업,충청북도 괴산군 청안면 광장로 624-33,충청북도 괴산군
20130444024,준코청정푸드밸리,유통전문판매업,충청북도 괴산군 소수면 길선1길 35-14,충청북도 괴산군
20130444073,(주)다담은,유통전문판매업,충청북도 괴산군 청안면 금신로 28,충청북도 괴산군
20140444039,농업회사법인 발효코리아 주식회사,유통전문판매업,충청북도 괴산군 장연면 미선로오가2길 30,충청북도 괴산군
20150444005,클래식영농조합법인,유통전문판매업,충청북도 괴산군 불정면 한불로 1202-12,충청북도 괴산군
20150444048,(주)제인웰라이프,유통전문판매업,"충청북도 괴산군 괴산읍 문무로 85, (중원대학교 산학협력단 423호)",충청북도 괴산군
20150444061,웃는효소,유통전문판매업,충청북도 괴산군 칠성면 칠성로3길 13,충청북도 괴산군
20150444067,불정농업협동조합,유통전문판매업,충청북도 괴산군 불정면 목도로4길 6-1,충청북도 괴산군
20150444081,바꿈농장,유통전문판매업,충청북도 괴산군 청안면 청안읍내로 137-35,충청북도 괴산군
20150444082,(주)청솔식품,유통전문판매업,충청북도 괴산군 사리면 사리로방축골길 44-45,충청북도 괴산군
20150444095,효성자연농원,유통전문판매업,충청북도 괴산군 칠성면 연풍로 77,충청북도 괴산군
20150444147,(주)덕산식품,유통전문판매업,충청북도 괴산군 사리면 모래재로이곡5길 1,충청북도 괴산군
20150444150,산막이농산,유통전문판매업,충청북도 괴산군 칠성면 산막이옛길 103,충청북도 괴산군
20160444008,(주)시즈너,유통전문판매업,충청북도 괴산군 청안면 칠보로 712-1,충청북도 괴산군
20160444066,삼송영농조합법인,유통전문판매업,충청북도 괴산군 괴산읍 괴강로 12,충청북도 괴산군
20160444090,괴산약초유기농산물협동조합,유통전문판매업,충청북도 괴산군 괴산읍 대제산단2길 68,충청북도 괴산군
20160444098,괴산친환경아로니아농원,유통전문판매업,충청북도 괴산군 문광면 광덕3길 163,충청북도 괴산군
20160444099,농업회사법인(주)애간장,유통전문판매업,충청북도 괴산군 괴산읍 자연식품1길 38,충청북도 괴산군
20170444014,칠성표고,유통전문판매업,"충청북도 괴산군 칠성면 산막이옛길 103, 21호",충청북도 괴산군
20170444045,미가푸드,유통전문판매업,충청북도 괴산군 괴산읍 제월로 45,충청북도 괴산군
20170444074,(주)요거솔,유통전문판매업,충청북도 괴산군 문광면 광덕길 93,충청북도 괴산군
20170444109,(주)농업법인쿱도우 괴산공방,유통전문판매업,충청북도 괴산군 괴산읍 자연식품길 37,충청북도 괴산군
20180451064,농업회사법인 주식회사 에코푸드,유통전문판매업,충청북도 괴산군 칠성면 자연드림길 200,충청북도 괴산군
20180451068,엄마아빠손두부식품,유통전문판매업,"충청북도 괴산군 괴산읍 수진2길 4, 수진슈퍼",충청북도 괴산군
20180451130,연풍이삭영농조합법인,유통전문판매업,충청북도 괴산군 연풍면 삼풍길 3,충청북도 괴산군
20190451031,농업회사법인 내추럴쿡(주),유통전문판매업,충청북도 괴산군 감물면 감물로이담1길 104,충청북도 괴산군
20190451064,괴산시골절임배추 영농조합법인,유통전문판매업,충청북도 괴산군 문광면 괴산로송평1길 65-33,충청북도 괴산군
20200451050,주식회사 뻐꾸기,유통전문판매업,"충청북도 괴산군 괴산읍 대제산단6길 7, 뻐꾸기",충청북도 괴산군
20200451059,어업회사법인(주)바숑,유통전문판매업,"충청북도 괴산군 괴산읍 쏘가리길 59, 수산식품산업거점단지 제1가공시설",충청북도 괴산군
20200451062,재미네부엌,유통전문판매업,충청북도 괴산군 칠성면 사평1길 24,충청북도 괴산군
20200451075,(주)쿱무역,유통전문판매업,"충청북도 괴산군 괴산읍 자연식품1길 14, 2층 203호",충청북도 괴산군
19990444076,괴산농협하나로마트중앙지점,기타식품판매업,충청북도 괴산군 괴산읍 읍내로 272-5,충청북도 괴산군
20030444008,(주)주성마트,기타식품판매업,충청북도 괴산군 괴산읍 괴강로 17,충청북도 괴산군
20030444010,D-마트,기타식품판매업,충청북도 괴산군 괴산읍 읍내로2길 27,충청북도 괴산군
20030444021,청천농협하나로마트,기타식품판매업,충청북도 괴산군 청천면 괴산로 1349,충청북도 괴산군
20140444058,화랑마트,기타식품판매업,충청북도 괴산군 괴산읍 읍내로3길 4,충청북도 괴산군
20160444063,주성DC아울렛 백화점,기타식품판매업,충청북도 괴산군 괴산읍 괴강로동부2길 8,충청북도 괴산군
20170444079,BK MART,기타식품판매업,충청북도 괴산군 청천면 청천7길 1,충청북도 괴산군
20180451112,(주)쿱스토어대전충청 괴산자연드림파크점,기타식품판매업,"충청북도 괴산군 칠성면 자연드림길 240, C동 2층 지원센터",충청북도 괴산군
20200451024,버섯랜드,기타식품판매업,"충청북도 괴산군 청천면 화양로 14, 제2동",충청북도 괴산군
